currentWeekPosition,previousWeekPosition,peakPosition,Total Weeks,titleArtist,entryDate,entryPosition,,,Song Title,Artist,
74,66,51,3,Space Cadet                                                 METRO BOOMIN featuring GUNNA,2018-11-17,51,51,4,Space Cadet, METRO BOOMIN featuring GUNNA,
75,71,6,11,I Love It                                                   KANYE WEST & LIL PUMP,2018-09-22,6,6,12,I Love It, KANYE WEST & LIL PUMP,
76,81,76,4,Be Alright                                                  DEAN LEWIS,2018-11-10,94,63,9,Be Alright,DEAN LEWIS,
77,76,52,14,Blue Tacoma                                                 RUSSELL DICKERSON,2018-09-01,77,52,15,Blue Tacoma, RUSSELL DICKERSON,
78,63,38,3,Don't Come Out The House                                    METRO BOOMIN fraturing 21 SAVAGE,2018-11-17,38,38,4,Don't Come Out The House,METRO BOOMIN fraturing 21 SAVAGE,
79,86,79,3,Ella Quiere Beber                                           ANUEL AA & ROMEO SANTOS,2018-11-17,86,79,8,Ella Quiere Beber, ANUEL AA & ROMEO SANTOS,
80,NEW,80,1,Lovely                                                      BILLIE EILISH & KHALID,2018-12-01,80,80,2,Lovely,BILLIE EILISH & KHALID,
81,NEW,81,1,Take One                                                    KODAK BLACK,2018-12-01,81,81,1,Take One,KODAK BLACK,
82,83,82,3,Consequences                                                CAMILA CABELLO,2018-11-17,97,69,8,Consequences,CAMILA CABELLO,
83,84,75,18,Best Part                                                   DANIEL CAESAR featuring H.E.R.,2018-08-04,81,75,19,Best Part, DANIEL CAESAR featuring H.E.R.,
84,72,13,10,Falling Down                                                LIL PEEP & XXXTENTACION,2018-09-29,47,13,11,Falling Down,LIL PEEP & XXXTENTACION,
85,88,25,7,Stoopid                                                     6IX9INE featuring BOBBY SHMURDA,2018-10-20,25,25,9,Stoopid, 6IX9INE featuring BOBBY SHMURDA,
86,82,52,15,W O R K I N M E                                             QUAVO,2018-08-25,72,52,15,W O R K I N M E, QUAVO,
87,91,87,2,Sixteen                                                     THOMAS RHETT,2018-11-24,91,67,7,Sixteen, THOMAS RHETT,
88,93,88,2,Good Girl                                                   DUSTIN LYNCH,2018-11-24,93,72,7,Good Girl, DUSTIN LYNCH,
89,92,6,12,Lucky You                                                   EMINEM featuring JOYNER LUCAS,2018-09-15,6,6,12,Lucky You, EMINEM featuring JOYNER LUCAS,
90,95,90,2,Last Shot                                                   KIP MOORE,2018-11-24,95,90,3,Last Shot, KIP MOORE,
91,87,2,8,Mona Lisa                                                   LIL WAYNE featuring KENDRICK LAMAR,2018-10-13,2,2,8,Mona Lisa, LIL WAYNE featuring KENDRICK LAMAR,
92,NEW,92,1,Twerk                                                       CITY GIRLS featuring CARDI B,2018-12-01,92,92,1,Twerk, CITY GIRLS featuring CARDI B,
93,90,80,7,Noticed                                                     LIL MOSEY,2018-10-20,100,80,8,Noticed, LIL MOSEY,
94,NEW,94,1,Electricity                                                 SILK CITY x DUA LIPA,2018-12-01,94,94,1,Electricity, SILK CITY x DUA LIPA,
95,94,94,2,Desperate Man                                               ERIC CHURCH,2018-11-24,94,94,2,Desperate Man, ERIC CHURCH,
96,96,96,2,Millionaire                                                 CHRIS STAPLETON,2018-11-24,96,96,2,Millionaire, CHRIS STAPLETON,
97,NEW,97,1,Ocean Eyes                                                  BILLIE EILISH,2018-12-01,97,96,2,Ocean Eyes,BILLIE EILISH,
98,NEW,98,1,Close To Me                                                 ELLIE GOULDING x DIPLO featuring SWAE LEE,2018-12-01,98,57,6,Close To Me, ELLIE GOULDING x DIPLO featuring SWAE LEE,
99,NEW,99,1,Girl Like You                                               JASON ALDEAN,2018-12-01,99,94,2,Girl Like You, JASON ALDEAN,
100,NEW,100,1,Burn The House Down                                         AJR,2018-12-01,100,100,1,Burn The House Down, AJR,
1,1,1,2,"Thank U, Next                                               ARIANA GRANDE",2018-11-17,1,1,8,"Thank U, Next", ARIANA GRANDE,
2,3,2,15,Sicko Mode                                                  TRAVIS SCOTT,2018-08-18,4,1,21,Sicko Mode,TRAVIS SCOTT,
3,4,3,13,Happier                                                     MARSHMELLO & BASTILLE,2018-09-01,63,3,19,Happier, MARSHMELLO & BASTILLE,
4,6,4,6,Without Me                                                  HALSEY,2018-10-20,18,2,12,Without Me,HALSEY,
5,2,1,25,Girls Like You                                              MAROON 5 featuring CARDI B,2018-06-09,94,1,31,Girls Like You,MAROON 5 featuring CARDI B,
6,5,2,27,Lucid Dreams                                                JUICE WRLD,2018-05-26,74,2,33,Lucid Dreams,JUICE WRLD,
7,9,7,12,Mo Bamba                                                    SHECK WES,2018-09-08,82,6,18,Mo Bamba,SHECK WES,
8,12,8,13,High Hopes                                                  PANIC! AT THE DISCO,2018-09-01,90,5,19,High Hopes,PANIC! AT THE DISCO,
9,8,2,5,Zeze                                                        KODAK BLACK featuring TRAVIS SCOTT & OFFSET,2018-10-27,2,2,11,Zeze,KODAK BLACK featuring TRAVIS SCOTT & OFFSET,
10,10,4,9,Drip Too Hard                                               LIL BABY & GUNNA,2018-09-29,28,4,15,Drip Too Hard, LIL BABY & GUNNA,
11,7,3,29,Better Now                                                  POST MALONE,2018-05-12,7,3,35,Better Now,POST MALONE,
12,11,7,24,Youngblood                                                  5 SECONDS OF SUMMER,2018-06-16,96,7,30,Youngblood,5 SECONDS OF SUMMER,
13,15,13,17,Natural                                                     IMAGINE DRAGONS,2018-08-04,37,13,23,Natural, IMAGINE DRAGONS,
14,21,14,13,Breathin'                                                   ARIANA GRANDE,2018-09-01,22,12,19,Breathin', ARIANA GRANDE,
15,16,11,7,"Taki Taki                                                   DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",2018-10-13,27,11,13,Taki Taki," DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",
16,NEW,16,1,Bad!                                                        XXXTENTACION,2018-11-24,16,16,7,Bad!,XXXTENTACION,
17,14,14,9,Wake Up In The Sky                                          GUCCI MANE & BRUNO MARS & KODAK BLACK,2018-09-29,30,11,15,Wake Up In The Sky,GUCCI MANE & BRUNO MARS & KODAK BLACK,
18,17,11,15,Trip                                                        ELLA MAI,2018-08-18,79,11,21,Trip,ELLA MAI,
19,19,5,5,MIA                                                         BAD BUNNY featuring DRAKE,2018-10-27,5,5,11,MIA, BAD BUNNY featuring DRAKE,
20,13,9,39,Love Lies                                                   KHALID & NORMANI,2018-03-03,43,9,45,Love Lies, KHALID & NORMANI,
21,18,18,18,"Eastside                                                    BENNY BLANCO, HALSEY & KHALID",2018-07-28,56,16,24,Eastside,"BENNY BLANCO, HALSEY & KHALID",
22,23,9,4,Sunflower (Spider-Man: Into The Spider-Verse)               POST MALONE & SWAE LEE,2018-11-03,9,4,10,Sunflower (Spider-Man: Into The Spider-Verse), POST MALONE & SWAE LEE,
23,20,8,18,God Is A Woman                                              ARIANA GRANDE,2018-07-28,11,8,22,God Is A Woman,ARIANA GRANDE,
24,22,5,7,Shallow                                                     LADY GAGA & BRADLEY COOPER,2018-10-13,28,5,13,Shallow, LADY GAGA & BRADLEY COOPER,
25,24,13,4,Money                                                       CARDI B,2018-11-03,54,13,10,Money, CARDI B,
26,25,1,32,"I Like It                                                   CARDI B, BAD BUNNY & J BALVIN",2018-04-21,8,1,38,I Like It," CARDI B, BAD BUNNY & J BALVIN",
27,26,8,25,Taste                                                       TYGA featuring OFFSET,2018-06-09,82,8,29,Taste, TYGA featuring OFFSET,
28,53,28,17,Lose It                                                     KANE BROWN,2018-08-04,98,28,19,Lose It, KANE BROWN,
29,27,1,20,In My Feelings                                              DRAKE,2018-07-14,6,1,22,In My Feelings,DRAKE,
30,30,6,27,Yes Indeed                                                  LIL BABY & DRAKE,2018-05-26,49,6,29,Yes Indeed,LIL BABY & DRAKE,
31,29,29,18,Broken                                                      LOVELYTHEBAND,2018-07-28,84,29,22,Broken,LOVELYTHEBAND,
32,32,31,15,Beautiful                                                   BAZZI featuring CAMILA CABELLO,2018-08-18,60,30,21,Beautiful, BAZZI featuring CAMILA CABELLO,
33,28,2,20,Nonstop                                                     DRAKE,2018-07-14,2,2,22,Nonstop, DRAKE,
34,34,7,7,Uproar                                                      LIL WAYNE,2018-10-13,7,7,13,Uproar,LIL WAYNE,
35,39,35,14,She Got The Best Of Me                                      LUKE COMBS,2018-08-25,95,34,20,She Got The Best Of Me,LUKE COMBS,
36,43,21,35,Tequila                                                     DAN + SHAY,2018-03-31,87,21,37,Tequila, DAN + SHAY,
37,41,37,9,Leave Me Alone                                              FLIPP DINERO,2018-09-29,96,27,15,Leave Me Alone,FLIPP DINERO,
38,45,38,10,Speechless                                                  DAN + SHAY,2018-09-22,95,33,16,Speechless,DAN + SHAY,
39,36,36,13,Ring                                                        CARDI B featuring KEHLANI,2018-09-01,85,36,16,Ring,CARDI B featuring KEHLANI,
40,33,33,2,Bohemian Rhapsody                                           QUEEN,2018-11-17,33,33,3,Bohemian Rhapsody, QUEEN,
41,37,27,40,I Like Me Better                                            LAUV,2018-02-24,96,27,41,I Like Me Better,LAUV,
42,31,3,17,FeFe                                                        6IX9INE featuring NICKI MINAJ & MURDA BEATZ,2018-08-04,4,3,20,FeFe,6IX9INE featuring NICKI MINAJ & MURDA BEATZ,
43,40,5,33,Boo'd Up                                                    ELLA MAI,2018-04-14,78,5,35,Boo'd Up,ELLA MAI,
44,NEW,44,1,Armed And Dangerous                                         JUICE WRLD,2018-11-24,44,44,7,Armed And Dangerous, JUICE WRLD,
45,46,1,37,Sad!                                                        XXXTENTACION,2018-03-17,17,1,38,Sad!,XXXTENTACION,
46,50,46,9,Best Shot                                                   JIMMIE ALLEN,2018-09-29,97,46,15,Best Shot, JIMMIE ALLEN,
47,35,35,18,I'm A Mess                                                  BEBE REXHA,2018-07-28,92,35,20,I'm A Mess,BEBE REXHA,
48,48,1,38,Psycho                                                      POST MALONE featuring TY DOLLA $IGN,2018-03-10,2,1,39,Psycho,POST MALONE featuring TY DOLLA $IGN,
49,44,16,21,"Big Bank                                                    YG featuring 2 CHAINZ, BIG SEAN & NICKI  MINAJ",2018-07-07,56,16,21,Big Bank,"YG featuring 2 CHAINZ, BIG SEAN & NICKI",MINAJ
50,54,50,14,Lie                                                         NF,2018-08-25,96,48,18,Lie, NF,
51,55,34,9,Better                                                      KHALID,2018-09-29,45,29,15,Better,KHALID,
52,90,52,3,Topanga                                                     TRIPPIE REDD,2018-11-10,80,52,5,Topanga, TRIPPIE REDD,
53,52,48,7,Lost In Japan                                               SHAWN MENDES x ZEDD,2018-10-13,99,48,13,Lost In Japan, SHAWN MENDES x ZEDD,
54,58,54,13,Drunk Me                                                    MITCHELL TENPENNY,2018-09-01,83,53,19,Drunk Me,MITCHELL TENPENNY,
55,NEW,55,1,1400/999 Freestyle                                          TRIPPIE REDD featuring JUICE WRLD,2018-11-24,55,55,3,1400/999 Freestyle,TRIPPIE REDD featuring JUICE WRLD,
56,42,42,2,10 Freaky Girls                                             METRO BOOMIN fraturing 21 SAVAGE,2018-11-17,42,42,4,10 Freaky Girls, METRO BOOMIN fraturing 21 SAVAGE,
57,66,57,12,Dangerous                                                   MEEK MILL featuring JEREMIH & PNB ROCK,2018-09-08,88,31,18,Dangerous, MEEK MILL featuring JEREMIH & PNB ROCK,
58,59,28,6,Close Friends                                               LIL BABY,2018-10-20,28,28,11,Close Friends, LIL BABY,
59,67,58,4,When The Party's Over                                       BILLIE EILISH,2018-11-03,65,52,10,When The Party's Over, BILLIE EILISH,
60,56,28,3,Arms Around You                                             XXXTENTACION & LIL PUMP featuring MALUMA & SWAE LEE,2018-11-10,28,28,9,Arms Around You, XXXTENTACION & LIL PUMP featuring MALUMA & SWAE LEE,
61,57,57,16,That's On Me                                                YELLA BEEZY,2018-08-11,92,56,20,That's On Me,YELLA BEEZY,
62,61,56,12,Smile (Living My Best Life)                                 LIL' DUVAL featuring SNOOP DOGG & BALL GREEZY,2018-09-08,83,56,17,Smile (Living My Best Life), LIL' DUVAL featuring SNOOP DOGG & BALL GREEZY,
63,38,38,2,Don't Come Out The House                                    METRO BOOMIN fraturing 21 SAVAGE,2018-11-17,38,38,4,Don't Come Out The House,METRO BOOMIN fraturing 21 SAVAGE,
64,70,44,18,You Say                                                     LAUREN DAIGLE,2018-07-28,53,44,24,You Say, LAUREN DAIGLE,
65,64,26,4,Fine China                                                  FUTURE & JUICE WRLD,2018-11-03,26,26,10,Fine China,FUTURE & JUICE WRLD,
66,51,51,2,Space Cadet                                                 METRO BOOMIN featuring GUNNA,2018-11-17,51,51,4,Space Cadet, METRO BOOMIN featuring GUNNA,
67,65,63,11,Hangin' On                                                  CHRIS YOUNG,2018-09-15,97,63,13,Hangin' On,CHRIS YOUNG,
68,71,68,5,Rich                                                        MAREN MORRIS,2018-10-27,85,62,7,Rich,MAREN MORRIS,
69,73,47,8,No Stylist                                                  FRENCH MONTANA featuring DRAKE,2018-10-06,47,47,14,No Stylist,FRENCH MONTANA featuring DRAKE,
70,69,15,6,Never Recover                                               LIL BABY & GUNNA featuring DRAKE,2018-10-20,15,15,8,Never Recover, LIL BABY & GUNNA featuring DRAKE,
71,60,6,10,I Love It                                                   KANYE WEST & LIL PUMP,2018-09-22,6,6,12,I Love It, KANYE WEST & LIL PUMP,
72,78,13,9,Falling Down                                                LIL PEEP & XXXTENTACION,2018-09-29,47,13,11,Falling Down,LIL PEEP & XXXTENTACION,
73,NEW,73,1,Love Scars 3                                                TRIPPIE REDD,2018-11-24,73,73,1,Love Scars 3,TRIPPIE REDD,
74,77,74,4,Backin' It Up                                               PARDISON FONTAINE faeturing CARDI B,2018-11-03,95,64,10,Backin' It Up, PARDISON FONTAINE faeturing CARDI B,
75,92,75,4,Burning Man                                                 DIERKS BENTLEY featuring BROTHERS OSBORNE,2018-11-03,100,65,10,Burning Man, DIERKS BENTLEY featuring BROTHERS OSBORNE,
76,74,52,13,Blue Tacoma                                                 RUSSELL DICKERSON,2018-09-01,77,52,15,Blue Tacoma, RUSSELL DICKERSON,
